,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,"Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","CO2 Equivalent Emissions Direct, Scope 1, 2022","CO2 Equivalent Emissions Direct, Scope 1, 2021","CO2 Equivalent Emissions Direct, Scope 1, 2020","CO2 Equivalent Emissions Direct, Scope 1, 2019","CO2 Equivalent Emissions Indirect, Scope 2, 2022","CO2 Equivalent Emissions Indirect, Scope 2, 2021","CO2 Equivalent Emissions Indirect, Scope 2, 2020","CO2 Equivalent Emissions Indirect, Scope 2, 2019","CO2 Equivalent Emissions Indirect, Scope 3, 2022","CO2 Equivalent Emissions Indirect, Scope 3, 2021","CO2 Equivalent Emissions Indirect, Scope 3, 2020","CO2 Equivalent Emissions Indirect, Scope 3, 2019","CO2 Equivalent Emissions Total, 2022","CO2 Equivalent Emissions Total, 2021","CO2 Equivalent Emissions Total, 2020","CO2 Equivalent Emissions Total, 2019","CO2 Estimation Method, 2022","CO2 Estimation Method, 2021","CO2 Estimation Method, 2020","CO2 Estimation Method, 2019",Employee Satisfaction,Employees With Disabilities,Employees Health & Safety Controversies,Full-Time Employees (Pvt),Employee Satisfaction,Employees With Disabilities,Employee Health & Safety Training Hours,Employee Accidents,Employee Lost Working Days,Employees Health & Safety Controversies,Employee Resource Groups,Employee Engagement Voluntary Work,Policy Supply Chain Health & Safety,Environmental Supply Chain Monitoring,Environmental Supply Chain Management,Policy Environmental Supply Chain,Supply Chain Health & Safety Training,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Resource Reduction Targets,Targets Water Efficiency,Targets Energy Efficiency,Renewable Energy Use Ratio,Energy Use Total,Energy Purchased Direct,Renewable Energy Purchased,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,SOx Emissions To Revenues USD in million,Injuries To Million Hours,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Trade Union Representation,Recent Diversity Opportunity Controversies,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage,Executive Compensation Controversies,Sustainability Compensation Incentives,Executive Individual Compensation
2269,OLPX.OQ,Olaplex Holdings Inc,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,73.77143,79.18612,63.62693,78.96779,49.50843,56.44866,30.50239,40.71158,84.86651634,144.6127965,146.1319871,0,,,,,,,,,,,,,,,,,Median,Median,,,,,,174,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,20,10,10,,80,80,,0,0,1
2270,ADTN.OQ,ADTRAN Holdings Inc,Technology,Technology Equipment,Communications & Networking,31.91112,38.79067,43.04081,41.4956,-7.10136,-2.61099,-1.92948,-7.53932,12.11956068,0,0,6.466434997,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,3307,,,,,,,0,1,0,,1,1,0,,,0,0,0,,,,,,,,,,,1,0,76,,,,,,,,,,,,,83,,,,,,,0,0,0
2271,CWAN.N,Clearwater Analytics Holdings Inc,Technology,Software & IT Services,Software & IT Services,71.06906,73.07219,73.79073,71.93767,1.68641,7.20493,-10.04714,15.29574,19.01224765,27.38244602,,,,,,,,,,,,,,,,,,,,,,,,,,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,PTLO.OQ,Portillos Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,65.21281,68.82636,68.72556,68.90744,7.03095,4.25216,12.57907,10.20448,124.2821921,186.3514808,137.6300985,147.7099039,,,,,,,,,,,,,,,,,Median,,,,,,,8040,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,12.5,,12.5,,87.5,87.5,,0,0,0
2273,FWRG.OQ,First Watch Restaurant Group Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,60.68859,61.90109,58.89137,63.31327,2.31634,3.69981,-13.79196,-8.6064,19.5553729,20.87330427,90.37729146,76.82574432,,,,,,,,,,,,,,,,,Median,,,,,,,12000,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,14.28,,,14.28,85.72,85.72,,0,0,0
2274,DNA.N,Ginkgo Bioworks Holdings Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,57.25069,58.676,79.63526,100,-455.73281,-582.61677,-178.75341,-132.13864,0,1.480239012,3.685280552,3.521862318,1060.82,,,,2254.26,,,,,,,,3315.07,,,,Reported,Median,,,,,,1292,,,,4,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,3.126,1,0,0,,,,55.2,24.6,24.6,,,,,,,,,,,,,,0,0,1
2275,AVDX.OQ,Avidxchange Holdings Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,62.74253,59.70758,54.95318,52.44617,-27.62067,-63.90026,-40.37588,-51.51281,22.0228643,25.79637787,54.01771178,50.80884589,,,,,,,,,,,,,,,,,Median,,,,,,,1600,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,33.34,22.22,11.12,,66.66,66.66,,0,0,0
2276,NRDY.N,Nerdy Inc,Technology,Software & IT Services,Software & IT Services,69.42674,66.80032,66.49546,65.91562,-55.82578,-63.51092,-17.2505,-22.70486,0,0,,1100.031766,,,,,,,,,,,,,,,,,Median,,,,,,,700,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2277,ARIS.N,Aris Water Solutions Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,35.51297,33.83628,18.6701,22.85488,10.7495,8.3498,4.49286,11.36178,138.5815552,184.1747742,41.93179941,40.32938105,23621,,,,84954,,,,,,,,108576,,,,Reported,,,,,,,196,,,,1,0,,0,0,0,,0,0,0,,,0,0,0,,873742,873742,,177.8031844,57075,39681,17394,,0.53,1,0,0,,,,,,,31,,,,,,22,,,,,,,0,1,0
2278,PX.N,P10 Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,21.89101,16.63013,12.89781,28.53102,73.56806007,53.77412922,484.7094801,404.6669071,,,,,,,,,,,,,,,,,Median,Median,,,,,,234,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2279,FLNC.OQ,Fluence Energy Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",6.35511,-5.20222,-10.15679,1.41149,-4.52074,-24.01296,-23.5285,-7.17751,12.56704429,0,,,22.869,,,,1394.57,,,,,,,,1417.44,,,,Reported,,,,,,,1112,,,,2,,,1,0,0,,0,0,0,,,0,0,0,,,,,,,,,,0.9,1,0,0,,,,,,,,,,,,,41.67,,8.33,25,58.34,58.34,8.33,0,1,0
2280,KD.N,Kyndryl Holdings Inc,Technology,Software & IT Services,Software & IT Services,14.84788,,11.18615,11.41484,-4.99236,,-10.30712,-9.12567,235.970696,,119.7851056,4.288939052,37000,,,,399000,,,,725572,,,,436000,,,,Reported,,Median,,,,,90000,,,,,,,1,1,1,,1,1,1,914.0701356,,0,0,0,0.42962166,6013640,6013640,2583590,,,,,,,1,0,,,,,,,,,,,,,,50,,,,,,,0,1,0
2281,INFA.N,Informatica Inc,Technology,Software & IT Services,Software & IT Services,77.17767,77.00926,75.9666,74.059,1.70106,2.0099,-1.25562,-4.98481,89.59038845,93.33535315,240.1524276,201.9977868,,,,,,,,,,,,,,,,,Energy,Median,,,,,,6000,,,,,,,1,1,0,,1,0,0,,,0,0,0,0.77,9067,9067,6981.59,,,,,,,1,0,0,,2.5,3.6,48.4,9.1,9.1,,,,,,,,,,,,,,0,0,0
2282,DTC.N,Solo Brands Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,61.46801,64.13106,65.18122,56.80016,0.07032,17.05725,-15.33186,-71.92864,31.19837326,35.50996317,22.08611864,31.8333221,,,,,,,,,,,,,,,,,Median,,,,,,,350,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2283,ARHS.OQ,Arhaus Inc,Consumer Cyclicals,Retailers,Specialty Retailers,42.72496,41.40092,39.31663,35.58635,15.027,4.06138,6.14155,6.05333,24.97246,72.42170143,,2789.973615,,,,,,,,,,,,,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,ARRY.OQ,Array Technologies Inc,Energy,Renewable Energy,Renewable Energy,13.87906,9.71021,23.23935,23.26921,1.50329,-2.89939,10.91052,12.87377,180.0366166,425.1567543,,18.33485717,1687,1161,,,1028,798,,,,,,,2715,1959,,,Reported,Reported,,,,,,1082,,,,10,,,0,0,0,,0,0,0,,1.446755378,0,0,0,,,,1730.91,5.207378726,4443.55,,,,10.9,1,0,0,,5,34,38,15,15,,,,,,,40,22.22,11.11,,66.67,66.67,,0,0,0
2285,NMRA.OQ,Neumora Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,PAXS.N,PIMCO Access Income Fund,Financials,Collective Investments,Collective Investments,65.26783,76.69483,,,65.19256,76.47876,,,77.74797329,55.67809815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,DKNG.OQ,DraftKings Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,33.75145,38.72325,43.60115,67.877,-67.47522,-120.49281,-137.21922,-45.31245,94.58755735,74.37778816,0,,,,,,,,,,,,,,,,,,Median,Median,,,,,,4200,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2288,BKKT.N,Bakkt Holdings Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,,,,,-3699.87905,-544.17679,,,0,0,0,,,,,,,,,,,,,,,,,,Median,,,,,,,1037,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0
2289,BRCC.N,BRC Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,32.91561,38.4756,42.34606,43.47482,-22.48891,-4.96737,3.52635,-0.14124,191.7971779,730.7724426,54.51829152,,,,,,,,,,,,,,,,,,Median,,,,,,,918,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2290,ESAB.N,ESAB Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",34.14447,34.51167,34.99697,35.44436,12.68816,12.61118,10.36507,11.3964,90.2560126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,ACDC.OQ,ProFrac Holding Corp,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,40.68684,25.80687,22.03761,20.54164,16.27639,-2.4076,-17.34526,-1.44629,,205.047902,155.9356831,104.9962958,,,,,,,,,,,,,,,,,Median,,,,,,,3664,,,,4,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,0.59,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,0
2292,WULF.OQ,Terawulf Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,26.27553,,29.07248,30.63355,-304.65642,,-13.29654,-5.42996,108.9737928,76.82072431,22.70732768,23.02128632,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,LVWR.N,LiveWire Group Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,6.20076,-7.18874,-80.86058,-5.49832,-181.39987,-190.4206,-249.66789,-287.8294,0,29.11919699,220.9095403,,,,,,,,,,,,,,,,,,Median,,,,,,,,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2294,BOWL.N,Bowlero Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,32.0258,33.09557,5.30799,14.82733,19.08868,12.79197,-9.77623,-0.3818,605.1664163,659.140495,378.7024836,269.8331726,,,,,,,,,,,,,,,,,Median,,,,,,,3289,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0.72,,20.4,21.4,46,9.2,9.2,,,,,,,,,,,,,,0,0,0
2295,TPG.OQ,TPG Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,-2.74959,82.86575,80.31882,53.78335,38.21570746,17.37606556,11.60720775,18.41828409,,,,,1384.57,,,,11202.4,,,,,,,,Median,,,,,,,1110,,,,,,,1,1,0,,0,0,0,,,1,1,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,35.71,7.14,7.14,14.29,64.29,64.29,7.14,0,0,0
2296,FCFS.OQ,Firstcash Holdings Inc,Financials,Banking & Investment Services,Banking Services,46.33979,54.1007,55.8541,54.61949,14.40221,11.66546,10.51337,13.81601,73.13133656,71.50515423,47.97544818,46.78160196,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,18000,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,21,45,29,4,4,65,1,15,45,35,4,11.11,,11.11,,88.89,88.89,,0,0,0
2297,BRBR.N,Bellring Brands Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,31.80946,30.75465,30.96785,34.20014,17.23662,14.20343,13.34296,16.59415,,,,,,,,,,,,,,,,,,,,,Median,Median,Median,,,,,420,,,,,,,0,1,0,,0,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2298,GHIX.OQ,Gores Holdings IX Inc,Financials,Investment Holding Companies,Investment Holding Companies,,,,,,,,,0.117989135,1588.141874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,EMBC.OQ,Embecta Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,66.90757,68.60558,68.66953,70.25783,19.76267,27.41036,42.23176,44.84346,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,AZPN.OQ,Aspen Technology Inc,Technology,Software & IT Services,Software & IT Services,64.22171,61.41191,91.52058,89.71016,-17.53197,8.92113,50.52342,42.98508,0,2.077907069,36.61060721,91.67561911,689,711,723,,7064,6508,6074,,,,,,7753,7219,6797,,Reported,Reported,Reported,Median,,,,3900,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2301,NCNO.OQ,nCino Inc,Technology,Software & IT Services,Software & IT Services,58.5423,59.31828,56.85853,53.63294,-23.02463,-26.05554,-20.85632,-20.38645,8.337255561,3.19391172,3.824977245,0,,,,,,,,,,,,,,,,,Median,Median,,,,,,1791,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2302,QDEL.OQ,QuidelOrtho Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,59.2774,74.8223,81.17476,59.97588,25.09798,53.34341,63.18603,17.19382,53.46532647,0,0,3.127791076,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,7000,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2303,GETY.N,Getty Images Holdings Inc,Technology,Software & IT Services,Software & IT Services,72.47054,72.98844,72.27548,71.05953,21.52133,21.98635,19.16309,17.70308,262.134802,519.026665,732.8569865,744.2928877,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,SES.N,SES AI Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,,,,,,,,0,0.490809312,,,,,,,,,,,,,,,,,,,Median,,,,,,,200,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2305,DINO.N,HF Sinclair Corp,Energy,Energy - Fossil Fuels,Oil & Gas,19.55882,17.03295,17.40344,21.17264,10.65324,4.35412,-6.06831,7.303,35.87863885,55.20159075,60.94255026,41.18920216,7740000,4147000,4798000,5011000,997000,535000,659000,775000,,,,,8737000,4682000,5457000,5786000,Reported,Reported,Reported,Reported,,,,5223,,,,15,,,1,1,1,,0,1,0,,,0,0,0,,119905000,119905000,,1803.490661,68902000,68902000,,0.030650599,1.55,1,0,26.498,,,,78,22,22,,,,,,,,,,,,,,0,1,0
2306,CXT.N,Crane NXT Co,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",39.69895,37.78462,34.95093,36.82875,22.64956,15.52817,8.6988,5.95544,107.7825976,45.97500409,79.70436261,67.27285065,49700,,36140,,71100,,71030,,,,,,120800,,107170,,Reported,,Reported,Energy,,,,11000,,,,,,,0,1,1,1,1,1,0,266.8166868,1685.107205,1,1,1,,856663,856663,,1603.111203,5410340,5410340,,,,1,0,5,,,,,,,21.3,,,,,,25,25,,,75,75,,0,1,0
2307,FRT.N,Federal Realty Investment Trust,Real Estate,Real Estate,Residential & Commercial REITs,66.79176,66.71478,65.27061,68.07418,48.99654,41.49653,33.31502,50.3224,148.8502078,159.6363562,177.0757302,135.2345109,3372,3145.61,,,11424,14880.67,,,180317,16448,,,14796,18026.28,18772,72270,Reported,Reported,Reported,Reported,92,,,314,92,,,0,0,,0,1,1,,0,1,0,21.78056552,62.82044228,1,0,1,,333047.336,311762.064,,1009.845659,960589.427,960589.427,,,0,1,0,0,,11.25,10.3125,69.687,1.875,1.875,19.018,5.521,7.361,4.9079,80.98,1.2269,14,,,,,,,0,1,0
2308,FRGE.N,Forge Global Holdings Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,99.30386,97.63072,92.47154,,-194.62981,-7.64431,-14.74905,,2.30942399,7.551598627,48.17842771,,,,,,,,,,,,,,,,,,Median,,,,,,,315,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,44.44,22.22,,11.11,55.56,55.56,11.11,0,0,0
2309,RCM.OQ,R1 RCM Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,19.90146,21.27357,19.64904,16.71866,-0.155,9.2364,10.67831,3.27966,66.10545791,231.8681319,163.1997643,147.0064725,,,,,,,,,38,1105,2358,1811,,,,,Energy,Energy,Energy,Energy,,,,27200,,,,,,,0,1,1,,0,0,0,0.816221326,,0,0,0,,6412.914,6412.914,,,,,,,,1,0,0,,,,,,,25,9.3,6.5,5.8,75,3.4,27,,9,,73,73,18,0,1,0
2310,GRNT.N,Granite Ridge Resources Inc,Energy,Energy - Fossil Fuels,Oil & Gas,93.8444,93.77449,92.35,,60.7428,49.35784,-40.29369,,0,10.75948034,,,,,,,,,,,,,,,,,,,Median,,,,,,,2,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2311,COLD.N,Americold Realty Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,23.8774,23.19395,27.74516,26.81256,2.90431,2.4743,7.97272,7.37039,87.93041536,77.58180973,78.071464,101.9873236,102340,72134,2317,1160,554491,556660,501792,375169,611634,1067700,5539,2236,656831,628794,504109,376329,Reported,Reported,Reported,Reported,,,,15174,,,,407,,,0,1,1,,1,1,1,,,1,0,1,0.071316407,5674080,5674080,404655,1289.737678,3759250,,,,13.5,1,0,29,,24,26,43,4,4,,,,,,,,,,,,,,0,0,0
2312,KKR.N,KKR & Co Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,34.4298,64.82256,93.39084,92.52707,-15.87686,28.82282,28.64617,28.77086,228.0203227,220.8325665,245.7233303,249.9496553,896.8,536.1,,,1877.8,2241.7,,,4012.2,3152.8,,,2774.6,2777.8,,,Reported,Reported,Median,Median,,,,4150,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,5,6,64,4,4,,,,,,,25,6,13,6,75,75,,0,0,0
2313,SYM.OQ,Symbotic Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",16.12205,16.79504,4.14707,-20.55687,-18.96777,-23.65956,-48.58066,-119.86295,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,GBTG.N,Global Business Travel Group Inc,Technology,Software & IT Services,Software & IT Services,55.05132,37.48362,33.2913,58.47098,-10.69692,-79.81651,-94.19924,9.72157,803.9473684,68.51975887,63.60856269,0,,,,,3032,,,,,,,,,,,,Median,,,,,,,19000,,,,,,,0,1,0,,1,1,0,,,0,0,0,,34977.6,,,,,,,,,1,0,0,,11,11,66,3,3,,,,,,,36.37,,,9.09,63.63,63.63,27.28,0,1,0
2315,FBYD.OQ,Falcon's Beyond Global Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,,,,,,,,,0.528947909,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,ZYME.OQ,Zymeworks Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,,,,,31.64453,-808.21964,-481.29188,-512.1209,0.025154375,0.048977494,0.03390889,0.022793785,,,,,,,,,,,,,,,,,Median,,,,,,,291,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,22,11,,11,78,78,,0,0,0
2317,OPAL.OQ,Opal Fuels Inc,Energy,Energy - Fossil Fuels,Oil & Gas,27.39682,30.73547,23.39558,24.00127,0.75531,15.68166,-13.63057,4.13945,,1636450,719857.1429,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,SPXC.N,SPX Technologies Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",35.86146,35.40795,35.05895,28.91701,3.4157,6.04346,8.58966,7.03422,22.8687917,22.30483271,64.42743321,78.32404459,11630,10053,10543,12925,22457,20655,20999,40866,,,,,34088,30708,31542,53791,Reported,Reported,Reported,Reported,91,,,3300,91,,,68,38,,1,1,0,1,0,1,0,,,0,0,0,,427810,427709,,73.92703128,108000,,,,9.65,1,0,7.5,,,,63,37,37,,,,,,,22,,,,78,78,22,0,1,0
2319,WELL.N,Welltower Inc,Real Estate,Real Estate,Residential & Commercial REITs,39.77112,42.13943,44.28644,48.11712,12.13038,13.77592,10.72272,21.36275,72.24284982,80.75888066,87.05982995,96.67652996,147308,126656,137120,115845,360343,342355,369096,310589,347417,378061,385498,448688,507651,469011,506216,426434,Reported,Reported,Reported,Reported,,,,514,,,1637,,,,1,1,1,,1,1,0,135.3145189,,1,1,1,0.012345867,7163280,,88436.9,,,,,,,1,0,0,,6,7,80,1,1,18,8,3,5,82,2,50,10,20,20,50,50,,0,1,0
2320,J.N,Jacobs Solutions Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,21.24038,22.29497,21.59832,19.06592,6.5754,6.15065,5.15652,3.95057,43.91696277,56.23167509,48.70991631,28.83466375,16749,17646,19345,37337,44730,52984,53275,67299,77820,130202,225108,,61479,70630,72620,104636,Reported,Reported,Reported,Reported,62,5.3,,60000,62,5.3,,111,,,1,1,1,,1,1,0,30.17824359,3.596101069,0,0,0,0.565626142,637787,637787,360749,5.392901239,76000,76000,,,1.1,1,1,3.6,,8.6,9.3,70,5,5,,,,,,,45,,,,,,,0,1,0
2321,TEAM.OQ,Atlassian Corp,Technology,Software & IT Services,Software & IT Services,82.32998,83.84113,84.11541,83.34708,-9.7668,2.50039,6.76865,0.87265,152.6860779,305.2854245,205.2625511,200.5456227,364,41,274.9,119.4,2161,2060,3099,2505,97357,79869,75316,73410,2525,2101,3373.9,2624.4,Reported,Reported,Reported,Reported,,,,10726,,,,,,,1,1,1,1,1,1,0,0.470682325,,0,0,0,0.502960424,23104.8,23104.8,11620.8,,,,,,,1,1,,,3.4,6.2,51.9,5.9,5.9,39.4,29.5,4.1,2.5,60.6,3.3,40,10,0,10,60,60,20,0,0,0
2322,STR.N,Sitio Royalties Corp,Energy,Energy - Fossil Fuels,Oil & Gas,93.08139,94.21392,92.78054,93.77474,49.37664,48.46195,20.52674,54.27165,54.51195941,30.61146399,28.4765748,30.29093553,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,49,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2323,GEHC.OQ,GE Healthcare Technologies Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,39.14181,40.79613,39.42554,39.36752,13.75061,15.89423,15.84712,12.76979,88.15859784,0.222155509,0.237658722,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,MBC.N,MasterBrand Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,28.71317,27.45421,28.46961,28.96136,6.20669,8.20579,7.93747,6.04932,97.00753072,0,0,,45999,,,,86894,,,,,,,,132893,,,,Reported,,,,,,,13000,,,,,,,1,1,0,,0,0,0,,,0,0,0,0.029993143,1750000,1750000,52488,,,,,,5.2,1,0,33,,,,,,,,,,,,,16.67,,16.67,,83.33,83.33,,0,1,0
